2011-07-09 15:32:59.871369	BATP204	96
2011-07-09 16:24:12.751252	M017	OFF
2011-07-09 16:24:14.793121	M017	ON
2011-07-09 16:24:18.149923	M017	OFF
2011-07-09 16:24:18.98599	M017	ON
2011-07-09 16:24:19.747227	M016	ON
2011-07-09 16:24:20.099164	M015	ON
2011-07-09 16:24:20.785187	M017	OFF
2011-07-09 16:24:21.150167	M014	ON				3.9
2011-07-09 16:24:21.997884	M016	OFF
2011-07-09 16:24:22.442934	M013	ON				3.9
2011-07-09 16:24:22.911795	M015	OFF				3-1-end
2011-07-09 16:24:23.570238	M013	OFF
2011-07-09 16:24:23.769029	M014	OFF
2011-07-09 16:24:24.687499	BATV014	9060
2011-07-09 16:24:24.70298	M014	ON
2011-07-09 16:24:25.913081	M015	ON
2011-07-09 16:24:26.520637	M008	ON
2011-07-09 16:24:26.602376	M009	ON
2011-07-09 16:24:27.325262	M014	OFF
2011-07-09 16:24:27.658036	M015	OFF
2011-07-09 16:24:27.894283	M007	ON
2011-07-09 16:24:29.602197	M009	OFF
2011-07-09 16:24:29.878488	M008	OFF
2011-07-09 16:24:30.525154	M007	OFF
2011-07-09 16:24:35.20536	M007	ON
2011-07-09 16:24:36.449013	M008	ON
2011-07-09 16:24:38.064163	M009	ON
2011-07-09 16:24:38.946153	M007	OFF
2011-07-09 16:24:39.177132	M009	OFF
2011-07-09 16:24:39.678079	M008	OFF
2011-07-09 16:24:40.130398	M009	ON
2011-07-09 16:24:40.191235	M008	ON
2011-07-09 16:24:41.593133	M007	ON
2011-07-09 16:24:42.74275	M007	OFF
2011-07-09 16:24:42.971119	M015	ON
2011-07-09 16:24:43.015075	M014	ON
2011-07-09 16:24:43.40208	M008	OFF
2011-07-09 16:24:43.66767	M009	OFF
2011-07-09 16:24:43.92995	M015	OFF
2011-07-09 16:24:44.942923	M013	ON
2011-07-09 16:24:45.319809	M014	OFF
2011-07-09 16:24:46.257316	M014	ON
2011-07-09 16:24:47.474835	M013	OFF
2011-07-09 16:24:47.51895	M015	ON
2011-07-09 16:24:47.701748	M016	ON
2011-07-09 16:24:48.526068	M014	OFF
2011-07-09 16:24:49.019622	M017	ON
2011-07-09 16:24:49.729899	M015	OFF
2011-07-09 16:24:50.314063	M016	OFF
2011-07-09 16:24:53.241575	M017	OFF
2011-07-09 16:24:53.838422	M017	ON
2011-07-09 16:24:58.581434	SS010	STILL
2011-07-09 16:24:58.660863	M017	OFF
2011-07-09 16:24:59.225343	M017	ON
2011-07-09 16:25:01.102706	SS007	MOVED
2011-07-09 16:25:02.273141	M017	OFF
2011-07-09 16:25:02.842534	M017	ON
2011-07-09 16:25:04.123789	I001	PRESENT
2011-07-09 16:25:05.904281	I002	PRESENT
2011-07-09 16:25:06.374754	M017	OFF
2011-07-09 16:25:06.919047	M017	ON
2011-07-09 16:25:07.3616	SS010	MOVED
2011-07-09 16:25:08.046894	M017	OFF
2011-07-09 16:25:08.613607	M017	ON
2011-07-09 16:25:10.720749	D007	CLOSE
2011-07-09 16:25:10.841512	SS010	STILL
2011-07-09 16:25:12.441786	M016	ON
2011-07-09 16:25:12.609504	M015	ON
2011-07-09 16:25:12.821465	SS007	STILL
2011-07-09 16:25:13.169957	M017	OFF
2011-07-09 16:25:13.685582	M009	ON
2011-07-09 16:25:13.773789	M008	ON
2011-07-09 16:25:14.633716	M016	OFF
2011-07-09 16:25:14.66426	M007	ON
2011-07-09 16:25:14.86614	M015	OFF
2011-07-09 16:25:16.108913	M009	OFF
2011-07-09 16:25:16.558185	M008	OFF
2011-07-09 16:25:17.954865	M007	OFF
2011-07-09 16:25:18.651421	SS010	MOVED
2011-07-09 16:25:23.032292	M007	ON
2011-07-09 16:25:25.02657	M007	OFF
2011-07-09 16:25:29.011208	M007	ON
2011-07-09 16:25:31.097725	M007	OFF
2011-07-09 16:25:31.633609	M007	ON
2011-07-09 16:25:32.896072	M008	ON
2011-07-09 16:25:32.980065	M009	ON
2011-07-09 16:25:34.823172	M007	OFF
2011-07-09 16:25:35.481705	M015	ON
2011-07-09 16:25:35.751917	M016	ON				3-start
2011-07-09 16:25:35.978967	M009	OFF
2011-07-09 16:25:36.444118	M008	OFF
2011-07-09 16:25:37.055455	D007	OPEN				3.1
2011-07-09 16:25:37.292423	M017	ON				3.2
2011-07-09 16:25:37.738629	M015	OFF
2011-07-09 16:25:38.121507	SS010	STILL
2011-07-09 16:25:38.315821	M016	OFF
2011-07-09 16:25:39.218002	I001	ABSENT
2011-07-09 16:25:40.041516	SS007	MOVED
2011-07-09 16:25:41.051466	SS010	MOVED
2011-07-09 16:25:41.181446	SS010	STILL
2011-07-09 16:25:42.913421	I002	ABSENT
2011-07-09 16:25:43.334357	M017	OFF
2011-07-09 16:25:44.101458	SS010	MOVED
2011-07-09 16:25:44.382576	SS010	STILL
2011-07-09 16:25:46.101704	M017	ON
2011-07-09 16:25:48.281565	SS010	MOVED
2011-07-09 16:25:48.421498	SS010	STILL
2011-07-09 16:25:49.8333	M017	OFF
2011-07-09 16:25:50.001509	SS011	MOVED
2011-07-09 16:25:52.279437	M017	ON
2011-07-09 16:25:52.743548	SS007	STILL
2011-07-09 16:25:53.281489	SS007	MOVED
2011-07-09 16:25:53.30164	SS010	MOVED
2011-07-09 16:25:54.249819	D010	OPEN				3.3
2011-07-09 16:25:55.10183	M017	OFF
2011-07-09 16:25:55.231489	SS007	STILL
2011-07-09 16:25:56.842892	SS011	STILL
2011-07-09 16:25:58.382812	D010	CLOSE
2011-07-09 16:26:00.714334	M017	ON				3.4
2011-07-09 16:26:03.951566	SS010	STILL
2011-07-09 16:26:04.65634	M017	OFF
2011-07-09 16:26:07.368791	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/31.wav</do>
2011-07-09 16:26:09.347223	M017	ON
2011-07-09 16:26:11.711453	SS007	MOVED
2011-07-09 16:26:11.933566	M017	OFF
2011-07-09 16:26:13.301473	SS011	STILL
2011-07-09 16:26:13.475623	M017	ON
2011-07-09 16:26:15.179832	M017	OFF
2011-07-09 16:26:15.620514	SS007	STILL
2011-07-09 16:26:15.912121	M017	ON
2011-07-09 16:26:16.282831	SS007	MOVED
2011-07-09 16:26:17.132543	D009	OPEN
2011-07-09 16:26:17.716165	M016	ON
2011-07-09 16:26:17.734608	SS010	MOVED
2011-07-09 16:26:18.894223	M017	OFF
2011-07-09 16:26:19.220468	SS007	STILL
2011-07-09 16:26:19.251465	SS008	MOVED				3.5
2011-07-09 16:26:19.561023	M016	OFF
2011-07-09 16:26:20.110248	M016	ON				3.6
2011-07-09 16:26:20.60235	D009	CLOSE
2011-07-09 16:26:21.285832	M016	OFF
2011-07-09 16:26:21.46768	M017	ON				3.7
2011-07-09 16:26:21.801459	SS010	STILL
2011-07-09 16:26:25.663923	M017	OFF
2011-07-09 16:26:27.15501	M017	ON				3.8
2011-07-09 16:26:29.12109	D009	OPEN
2011-07-09 16:26:29.69909	M016	ON
2011-07-09 16:26:30.71828	M017	OFF
2011-07-09 16:26:31.356523	M016	OFF
2011-07-09 16:26:32.703533	D009	CLOSE
2011-07-09 16:26:33.909941	M017	ON
2011-07-09 16:26:34.275122	D010	OPEN
2011-07-09 16:26:35.043021	M017	OFF
2011-07-09 16:26:38.40147	SS010	MOVED
2011-07-09 16:26:38.571477	SS010	STILL
2011-07-09 16:26:38.615874	M017	ON
2011-07-09 16:26:39.42193	D010	CLOSE
2011-07-09 16:26:42.501535	SS007	MOVED
2011-07-09 16:26:43.494761	M017	OFF
2011-07-09 16:26:44.420357	M017	ON
2011-07-09 16:26:44.439055	SS010	MOVED
2011-07-09 16:26:46.117056	M017	OFF
2011-07-09 16:26:47.591772	M017	ON
2011-07-09 16:26:48.731487	SS010	STILL
2011-07-09 16:26:49.96777	D007	CLOSE
2011-07-09 16:26:50.761583	M017	OFF
2011-07-09 16:26:51.291519	SS007	STILL
2011-07-09 16:26:51.661532	SS010	MOVED
2011-07-09 16:26:51.720662	SS010	STILL
2011-07-09 16:26:53.935167	M017	ON
2011-07-09 16:26:54.622227	M016	ON
2011-07-09 16:26:54.641608	SS010	MOVED
2011-07-09 16:26:55.24487	M015	ON
2011-07-09 16:26:55.650763	M017	OFF
2011-07-09 16:26:55.809627	M014	ON				3.9
2011-07-09 16:26:56.859636	M015	OFF
2011-07-09 16:26:56.94787	M013	ON				3.9
2011-07-09 16:26:57.060778	M016	OFF				3-end
2011-07-09 16:26:58.058473	M013	OFF
2011-07-09 16:26:59.958747	M008	ON
2011-07-09 16:27:00.034131	M015	ON
2011-07-09 16:27:00.239338	M009	ON
2011-07-09 16:27:00.858848	M014	OFF
2011-07-09 16:27:01.241836	M015	OFF
2011-07-09 16:27:01.783331	M007	ON
2011-07-09 16:27:02.956063	M009	OFF
2011-07-09 16:27:03.476348	M008	OFF
2011-07-09 16:27:04.503808	M007	OFF
2011-07-09 16:27:13.066623	M007	ON
2011-07-09 16:27:13.280923	M009	ON
2011-07-09 16:27:13.559703	M008	ON
2011-07-09 16:27:15.682521	M014	ON
2011-07-09 16:27:15.875816	M007	OFF
2011-07-09 16:27:16.062153	M015	ON
2011-07-09 16:27:16.095271	M008	OFF
2011-07-09 16:27:16.500956	M009	OFF
2011-07-09 16:27:17.12908	M015	OFF
2011-07-09 16:27:17.203643	M013	ON
2011-07-09 16:27:19.427626	M015	ON
2011-07-09 16:27:19.494216	M016	ON
2011-07-09 16:27:19.521777	M013	OFF
2011-07-09 16:27:20.999206	M014	OFF
2011-07-09 16:27:21.042787	M017	ON
2011-07-09 16:27:21.394184	M015	OFF
2011-07-09 16:27:21.815806	M016	OFF
2011-07-09 16:27:22.630691	SS011	MOVED
2011-07-09 16:27:22.691403	SS010	STILL
2011-07-09 16:27:23.022728	M017	OFF
2011-07-09 16:27:24.127134	M017	ON
2011-07-09 16:27:24.581457	SS011	STILL
2011-07-09 16:27:25.270952	M017	OFF
2011-07-09 16:27:26.155483	D007	OPEN
2011-07-09 16:27:26.246304	M017	ON
2011-07-09 16:27:29.132843	I001	PRESENT
2011-07-09 16:27:29.787854	M017	OFF
2011-07-09 16:27:30.511427	SS010	MOVED
2011-07-09 16:27:30.813547	I001	ABSENT
2011-07-09 16:27:31.644201	M017	ON
2011-07-09 16:27:32.206031	I001	PRESENT
2011-07-09 16:27:32.786728	M017	OFF
2011-07-09 16:27:35.550576	I002	PRESENT
2011-07-09 16:27:38.421403	SS007	MOVED
2011-07-09 16:27:39.19515	T111	23
2011-07-09 16:27:42.369293	M017	ON
2011-07-09 16:27:43.837274	D007	CLOSE
2011-07-09 16:27:44.501434	SS010	STILL
2011-07-09 16:27:45.61913	M016	ON
2011-07-09 16:27:45.96425	M015	ON
2011-07-09 16:27:46.221584	SS007	STILL
2011-07-09 16:27:46.537794	M017	OFF
2011-07-09 16:27:46.786578	M014	ON
2011-07-09 16:27:47.431393	SS010	MOVED
2011-07-09 16:27:47.864485	M016	OFF
2011-07-09 16:27:48.366568	M009	ON
2011-07-09 16:27:49.014648	M015	OFF
2011-07-09 16:27:49.168038	M008	ON
2011-07-09 16:27:49.42466	M014	OFF
2011-07-09 16:27:49.616237	M007	ON
2011-07-09 16:27:50.786334	M009	OFF
2011-07-09 16:27:51.069574	M008	OFF
2011-07-09 16:27:53.16377	BATV012	8960
2011-07-09 16:27:54.679052	M007	OFF
2011-07-09 16:27:55.811866	M007	ON
2011-07-09 16:27:57.681176	M007	OFF
2011-07-09 16:27:59.378479	M007	ON
2011-07-09 16:28:00.505226	M007	OFF
2011-07-09 16:28:02.954417	M007	ON
2011-07-09 16:28:04.988879	M007	OFF
2011-07-09 16:28:06.685368	M007	ON
2011-07-09 16:28:07.539812	M008	ON
2011-07-09 16:28:08.040732	M009	ON
2011-07-09 16:28:09.779442	M015	ON
2011-07-09 16:28:10.108801	M007	OFF
2011-07-09 16:28:10.300196	M016	ON
2011-07-09 16:28:10.330101	M009	OFF
2011-07-09 16:28:10.914952	M008	OFF
2011-07-09 16:28:11.295637	M017	ON				3-start
2011-07-09 16:28:11.495814	D007	OPEN				3.1
2011-07-09 16:28:11.823897	M015	OFF
2011-07-09 16:28:12.24952	M016	OFF
2011-07-09 16:28:13.385886	I001	ABSENT
2011-07-09 16:28:15.771493	SS007	MOVED
2011-07-09 16:28:15.901286	M017	OFF
2011-07-09 16:28:17.400075	M017	ON				3.2
2011-07-09 16:28:18.034752	I002	ABSENT
2011-07-09 16:28:18.495332	M017	OFF
2011-07-09 16:28:19.426235	M017	ON
2011-07-09 16:28:21.631497	SS007	STILL
2011-07-09 16:28:22.331536	SS010	STILL
2011-07-09 16:28:23.231117	M017	OFF
2011-07-09 16:28:25.447899	M017	ON
2011-07-09 16:28:28.831593	M017	OFF
2011-07-09 16:28:30.693926	M017	ON
2011-07-09 16:28:31.831191	M017	OFF
2011-07-09 16:28:33.022736	M017	ON
2011-07-09 16:28:34.748922	D009	OPEN
2011-07-09 16:28:35.29327	M016	ON
2011-07-09 16:28:36.136313	M017	OFF
2011-07-09 16:28:37.382729	M016	OFF
2011-07-09 16:28:37.751501	SS008	MOVED
2011-07-09 16:28:38.127477	M016	ON
2011-07-09 16:28:38.70213	D009	CLOSE
2011-07-09 16:28:39.204166	M016	OFF
2011-07-09 16:28:39.514115	M017	ON
2011-07-09 16:28:44.605186	M017	OFF
2011-07-09 16:28:45.337588	M017	ON
2011-07-09 16:28:47.478988	D009	OPEN
2011-07-09 16:28:48.04962	M016	ON
2011-07-09 16:28:48.326822	M017	OFF
2011-07-09 16:28:49.672869	M017	ON
2011-07-09 16:28:49.751529	M016	OFF
2011-07-09 16:28:50.776599	M017	OFF
2011-07-09 16:28:52.316189	M017	ON
2011-07-09 16:28:52.347291	D009	CLOSE
2011-07-09 16:28:55.306293	M017	OFF
2011-07-09 16:28:56.198525	M017	ON
2011-07-09 16:28:57.517428	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/33.wav</do>
2011-07-09 16:28:57.602267	M016	ON
2011-07-09 16:28:58.138118	M015	ON
2011-07-09 16:28:58.443938	M017	OFF
2011-07-09 16:28:59.406206	M014	ON
2011-07-09 16:28:59.814758	M015	OFF
2011-07-09 16:28:59.909429	M016	OFF
2011-07-09 16:29:00.539085	M013	ON
2011-07-09 16:29:01.663791	M013	OFF
2011-07-09 16:29:02.153327	M014	OFF
2011-07-09 16:29:02.374404	M013	ON
2011-07-09 16:29:02.749137	M014	ON
2011-07-09 16:29:04.016669	M015	ON
2011-07-09 16:29:04.070726	M013	OFF
2011-07-09 16:29:04.158632	M016	ON
2011-07-09 16:29:05.400107	M014	OFF
2011-07-09 16:29:05.829958	M015	OFF
2011-07-09 16:29:06.058857	M016	OFF
2011-07-09 16:29:06.149395	M017	ON
2011-07-09 16:29:09.900448	M017	OFF
2011-07-09 16:29:10.091462	SS010	STILL
2011-07-09 16:29:12.343715	M017	ON
2011-07-09 16:29:14.001482	SS010	MOVED
2011-07-09 16:29:14.526088	D010	OPEN				3.3
2011-07-09 16:29:15.330146	M017	OFF
2011-07-09 16:29:17.910949	D010	CLOSE
2011-07-09 16:29:23.609516	M017	ON				3.4
2011-07-09 16:29:25.644968	M017	OFF
2011-07-09 16:29:36.130886	M017	ON				3.5
2011-07-09 16:29:38.154354	D010	OPEN
2011-07-09 16:29:39.331983	M017	OFF
2011-07-09 16:29:42.915858	M017	ON				3.6
2011-07-09 16:29:43.821755	D010	CLOSE
2011-07-09 16:29:46.819683	M017	OFF
2011-07-09 16:29:48.132105	M017	ON				3.7
2011-07-09 16:29:50.673943	M016	ON				3.8
2011-07-09 16:29:51.013534	M015	ON
2011-07-09 16:29:51.523856	M017	OFF
2011-07-09 16:29:51.664797	M014	ON				3.9
2011-07-09 16:29:52.132557	M015	OFF
2011-07-09 16:29:52.725494	M016	OFF
2011-07-09 16:29:52.984077	M013	ON				3.9
2011-07-09 16:29:54.100924	M013	OFF				3-end
2011-07-09 16:29:55.331399	M015	ON
2011-07-09 16:29:55.649595	M009	ON
2011-07-09 16:29:55.757853	M008	ON
2011-07-09 16:29:56.367922	M014	OFF
2011-07-09 16:29:56.455273	M015	OFF
2011-07-09 16:29:57.766666	M007	ON
2011-07-09 16:29:58.089202	M009	OFF
2011-07-09 16:29:58.35959	M008	OFF
2011-07-09 16:29:58.800626	M007	OFF
2011-07-09 16:30:05.924638	M007	ON
2011-07-09 16:30:06.335873	M009	ON
2011-07-09 16:30:06.495338	M008	ON
2011-07-09 16:30:07.89357	M015	ON
2011-07-09 16:30:08.168094	M007	OFF
2011-07-09 16:30:08.536502	M014	ON
2011-07-09 16:30:09.014759	M015	OFF
2011-07-09 16:30:09.152302	M009	OFF
2011-07-09 16:30:09.232752	M008	OFF
2011-07-09 16:30:09.664904	M013	ON
2011-07-09 16:30:12.185852	M015	ON
2011-07-09 16:30:12.601371	M016	ON
2011-07-09 16:30:13.054356	M013	OFF
2011-07-09 16:30:13.779362	M014	OFF
2011-07-09 16:30:14.296094	M017	ON
2011-07-09 16:30:14.485327	M015	OFF
2011-07-09 16:30:14.838375	M016	OFF
2011-07-09 16:30:16.841531	SS010	STILL
2011-07-09 16:30:18.495058	M017	OFF
2011-07-09 16:30:19.804489	M017	ON
2011-07-09 16:30:21.281294	SS010	MOVED
2011-07-09 16:30:23.190212	I002	PRESENT
2011-07-09 16:30:23.577864	M017	OFF
2011-07-09 16:30:24.130177	M017	ON
2011-07-09 16:30:24.891406	I001	PRESENT
2011-07-09 16:30:25.252921	M017	OFF
2011-07-09 16:30:25.993376	M017	ON
2011-07-09 16:30:27.313762	D007	CLOSE
2011-07-09 16:30:29.115812	M016	ON
2011-07-09 16:30:29.443376	M015	ON
2011-07-09 16:30:29.954596	M017	OFF
2011-07-09 16:30:30.280868	M014	ON
2011-07-09 16:30:31.159496	M016	OFF
2011-07-09 16:30:31.241483	SS007	STILL
2011-07-09 16:30:31.314396	M015	OFF
2011-07-09 16:30:33.656344	M015	ON
2011-07-09 16:30:33.801824	M009	ON
2011-07-09 16:30:33.836835	M008	ON
2011-07-09 16:30:34.639011	M014	OFF
2011-07-09 16:30:34.733314	M007	ON
2011-07-09 16:30:34.812938	M015	OFF
2011-07-09 16:30:36.148689	M009	OFF
2011-07-09 16:30:36.592971	M008	OFF
2011-07-09 16:30:38.731853	M007	OFF
2011-07-09 16:30:44.514916	M007	ON
2011-07-09 16:30:45.656998	M007	OFF
2011-07-09 16:30:48.480224	M007	ON
2011-07-09 16:30:50.551777	M007	OFF
2011-07-09 16:30:56.356065	M007	ON
2011-07-09 16:30:57.431501	M008	ON
2011-07-09 16:30:58.530707	M001	ON
2011-07-09 16:30:58.558903	M009	ON
2011-07-09 16:30:59.635955	M015	ON
2011-07-09 16:30:59.920068	M007	OFF
2011-07-09 16:31:00.113218	M001	OFF
2011-07-09 16:31:00.426814	M016	ON
2011-07-09 16:31:00.707717	M009	OFF
2011-07-09 16:31:01.339876	M008	OFF
2011-07-09 16:31:01.689843	M017	ON				3-start
2011-07-09 16:31:02.030973	D007	OPEN				3.1
2011-07-09 16:31:02.273054	M015	OFF
2011-07-09 16:31:02.628009	M016	OFF
2011-07-09 16:31:03.905889	I001	ABSENT
2011-07-09 16:31:05.054095	M017	OFF				
2011-07-09 16:31:05.311488	SS007	MOVED
2011-07-09 16:31:05.764802	M017	ON
2011-07-09 16:31:06.242776	I002	ABSENT
2011-07-09 16:31:08.965571	M017	OFF
2011-07-09 16:31:09.05635	D007	CLOSE
2011-07-09 16:31:09.508363	M017	ON				3.2
2011-07-09 16:31:10.62366	M017	OFF
2011-07-09 16:31:11.94338	M017	ON
2011-07-09 16:31:14.481546	SS011	MOVED
2011-07-09 16:31:15.081598	SS007	STILL
2011-07-09 16:31:15.103658	M017	OFF
2011-07-09 16:31:15.921412	SS010	STILL
2011-07-09 16:31:16.25852	M017	ON
2011-07-09 16:31:19.371453	SS011	STILL
2011-07-09 16:31:20.010183	M017	OFF
2011-07-09 16:31:21.515822	M017	ON
2011-07-09 16:31:23.946401	M017	OFF
2011-07-09 16:31:24.947606	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/31.wav</do>
2011-07-09 16:31:27.134129	M017	ON				
2011-07-09 16:31:29.385474	M017	OFF
2011-07-09 16:31:30.501873	M017	ON
2011-07-09 16:31:32.08764	D009	OPEN
2011-07-09 16:31:32.646992	M016	ON				
2011-07-09 16:31:33.512937	M017	OFF
2011-07-09 16:31:34.346346	M016	OFF
2011-07-09 16:31:34.472689	SS010	MOVED
2011-07-09 16:31:34.48538	SS008	MOVED				3.5
2011-07-09 16:31:35.005266	M017	ON				
2011-07-09 16:31:36.967959	M016	ON
2011-07-09 16:31:38.125116	D009	CLOSE
2011-07-09 16:31:38.168236	M016	OFF
2011-07-09 16:31:39.701142	M017	OFF
2011-07-09 16:31:40.432438	M017	ON
2011-07-09 16:31:42.672301	D009	OPEN
2011-07-09 16:31:43.140275	M016	ON				3.6
2011-07-09 16:31:44.183286	M017	OFF
2011-07-09 16:31:45.023758	M016	OFF
2011-07-09 16:31:45.670865	M017	ON				3.7
2011-07-09 16:31:46.136615	M016	ON
2011-07-09 16:31:46.583039	D009	CLOSE
2011-07-09 16:31:47.283814	M016	OFF
2011-07-09 16:31:52.537975	M016	ON
2011-07-09 16:31:53.085002	M015	ON
2011-07-09 16:31:53.372988	M017	OFF
2011-07-09 16:31:53.637276	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/33.wav</do>
2011-07-09 16:31:54.263878	M015	OFF
2011-07-09 16:31:54.30961	M014	ON
2011-07-09 16:31:54.756805	M016	OFF
2011-07-09 16:31:56.523036	M014	OFF
2011-07-09 16:31:57.46442	M013	ON
2011-07-09 16:31:58.295018	M014	ON
2011-07-09 16:31:59.09592	M015	ON
2011-07-09 16:31:59.17841	M013	OFF
2011-07-09 16:31:59.645401	M016	ON
2011-07-09 16:32:00.44152	M014	OFF
2011-07-09 16:32:01.240713	M017	ON
2011-07-09 16:32:01.889009	M015	OFF
2011-07-09 16:32:02.116671	M016	OFF
2011-07-09 16:32:05.352821	M017	OFF
2011-07-09 16:32:06.041509	SS011	MOVED
2011-07-09 16:32:06.304184	M017	ON
2011-07-09 16:32:06.315455	SS010	STILL
2011-07-09 16:32:08.896313	D010	OPEN				3.3
2011-07-09 16:32:08.961572	SS011	STILL
2011-07-09 16:32:09.514642	M017	OFF
2011-07-09 16:32:10.331461	SS010	MOVED
2011-07-09 16:32:11.801083	D010	CLOSE
2011-07-09 16:32:15.281221	M017	ON				3.4
2011-07-09 16:32:16.460482	M017	OFF
2011-07-09 16:32:29.552524	M017	ON
2011-07-09 16:32:30.383138	D010	OPEN
2011-07-09 16:32:31.430549	M017	OFF
2011-07-09 16:32:35.615577	D010	CLOSE
2011-07-09 16:32:35.934721	M017	ON				3.8
2011-07-09 16:32:38.951134	M017	OFF
2011-07-09 16:32:40.425111	M017	ON
2011-07-09 16:32:41.985052	M016	ON
2011-07-09 16:32:42.352804	SS010	STILL
2011-07-09 16:32:42.373454	M015	ON
2011-07-09 16:32:43.425939	M014	ON				3.9
2011-07-09 16:32:43.456162	M017	OFF
2011-07-09 16:32:44.539666	M015	OFF
2011-07-09 16:32:44.588747	M016	OFF
2011-07-09 16:32:44.649577	M013	ON				3.9
2011-07-09 16:32:46.258145	M013	OFF
2011-07-09 16:32:46.264895	SS010	MOVED
2011-07-09 16:32:46.825559	M009	ON
2011-07-09 16:32:46.898055	M008	ON
2011-07-09 16:32:47.263504	M015	ON
2011-07-09 16:32:47.894053	M014	OFF				3-end
2011-07-09 16:32:48.093499	M007	ON
2011-07-09 16:32:48.374327	M015	OFF
2011-07-09 16:32:49.431635	M009	OFF
2011-07-09 16:32:49.70176	M008	OFF
2011-07-09 16:32:51.076398	M007	OFF
2011-07-09 16:32:51.6745	M007	ON
2011-07-09 16:32:54.091049	M007	OFF
2011-07-09 16:32:58.003499	M007	ON
2011-07-09 16:32:59.592059	M008	ON
2011-07-09 16:32:59.939997	M009	ON
2011-07-09 16:33:01.393334	M014	ON
2011-07-09 16:33:01.585169	M007	OFF
2011-07-09 16:33:02.154222	M008	OFF
2011-07-09 16:33:02.373423	M009	OFF
2011-07-09 16:33:03.066534	M013	ON
2011-07-09 16:33:04.195823	M013	OFF
2011-07-09 16:33:04.315631	M014	OFF
2011-07-09 16:33:04.783781	M014	ON
2011-07-09 16:33:05.621957	M015	ON
2011-07-09 16:33:06.199169	M016	ON
2011-07-09 16:33:07.406438	M014	OFF
2011-07-09 16:33:07.694215	M017	ON
2011-07-09 16:33:08.120265	M015	OFF
2011-07-09 16:33:08.16672	M016	OFF
2011-07-09 16:33:09.272848	SS010	STILL
2011-07-09 16:33:11.098639	D007	OPEN
2011-07-09 16:33:14.038788	M017	OFF
2011-07-09 16:33:14.161465	SS010	MOVED
2011-07-09 16:33:15.666688	M017	ON
2011-07-09 16:33:16.712238	I002	PRESENT
2011-07-09 16:33:16.816213	M017	OFF
2011-07-09 16:33:17.735355	M017	ON
2011-07-09 16:33:19.080369	SS007	MOVED
2011-07-09 16:33:20.195899	M017	OFF
2011-07-09 16:33:21.300073	M017	ON
2011-07-09 16:33:22.332234	I001	PRESENT
2011-07-09 16:33:24.640034	D007	CLOSE
2011-07-09 16:33:25.106666	M016	ON
2011-07-09 16:33:25.990464	M017	OFF
2011-07-09 16:33:26.292271	M015	ON
2011-07-09 16:33:26.891491	SS007	STILL
2011-07-09 16:33:27.274637	M014	ON
2011-07-09 16:33:27.573968	M016	OFF
2011-07-09 16:33:28.081293	BATV034	8920
2011-07-09 16:33:28.501172	M015	OFF
2011-07-09 16:33:29.992561	M015	ON
2011-07-09 16:33:30.313274	M009	ON
2011-07-09 16:33:30.44984	M014	OFF
2011-07-09 16:33:30.595286	M008	ON
2011-07-09 16:33:31.145608	M015	OFF
2011-07-09 16:33:31.21621	M007	ON
2011-07-09 16:33:33.017698	M008	OFF
2011-07-09 16:33:33.11986	M009	OFF
2011-07-09 16:33:35.909572	M001	ON
2011-07-09 16:33:36.456159	M007	OFF
2011-07-09 16:33:37.031015	M001	OFF
2011-07-09 16:34:12.28294	M007	ON
2011-07-09 16:34:15.259088	M007	OFF
2011-07-09 16:34:24.471718	M001	ON
2011-07-09 16:34:25.588892	M001	OFF
2011-07-09 16:35:07.025841	M001	ON
2011-07-09 16:35:08.149094	M001	OFF
2011-07-09 16:35:28.584735	M001	ON
2011-07-09 16:35:28.753508	M002	ON
2011-07-09 16:35:29.122321	M007	ON
2011-07-09 16:35:29.559151	M009	ON
2011-07-09 16:35:29.664	M008	ON
2011-07-09 16:35:29.760013	M001	OFF
2011-07-09 16:35:29.856739	M002	OFF
2011-07-09 16:35:30.722441	M015	ON
2011-07-09 16:35:30.801815	M008	OFF
2011-07-09 16:35:30.870121	M014	ON
2011-07-09 16:35:31.582854	M007	OFF
2011-07-09 16:35:32.412193	M015	OFF
2011-07-09 16:35:33.070226	M014	OFF
2011-07-09 16:35:33.538894	M009	OFF
2011-07-09 16:35:33.569812	M015	ON
2011-07-09 16:35:34.048521	M009	ON
2011-07-09 16:35:35.602893	M015	OFF
2011-07-09 16:35:36.244752	M008	ON
2011-07-09 16:35:37.011038	M007	ON
2011-07-09 16:35:39.071009	M008	OFF
2011-07-09 16:35:39.916113	M009	OFF
2011-07-09 16:35:40.748651	M007	OFF
2011-07-09 16:35:47.092672	M031	ON
2011-07-09 16:35:48.174659	M031	OFF
2011-07-09 16:35:53.125955	M007	ON
2011-07-09 16:35:54.240613	M007	OFF
2011-07-09 16:36:01.962131	M007	ON
2011-07-09 16:36:02.516155	M008	ON
2011-07-09 16:36:03.84658	M009	ON
2011-07-09 16:36:04.275938	M015	ON
2011-07-09 16:36:04.582587	M016	ON
2011-07-09 16:36:04.651623	M007	OFF
2011-07-09 16:36:05.236734	M008	OFF
