2011-04-05 15:15:25.731786	T001	19.5
2011-04-05 16:01:01.616343	A003	0.0277348
2011-04-05 16:01:02.336296	SS008	MOVED				3.5
2011-04-05 16:01:03.665637	M016	ON				3.6
2011-04-05 16:01:04.201746	M017	OFF
2011-04-05 16:01:04.256399	D009	CLOSE
2011-04-05 16:01:05.69767	M016	OFF
2011-04-05 16:01:14.267291	P001	1004.4
2011-04-05 16:01:14.325325	P001	1037
2011-04-05 16:01:20.274216	D009	OPEN
2011-04-05 16:01:20.886503	M016	ON
2011-04-05 16:01:21.264049	D009	CLOSE
2011-04-05 16:01:21.869385	M017	ON				3.7
2011-04-05 16:01:23.019942	M016	OFF
2011-04-05 16:01:24.096376	D007	CLOSE
2011-04-05 16:01:24.581124	SS010	STILL
2011-04-05 16:01:25.786518	SS008	STILL
2011-04-05 16:01:26.143279	SS008	MOVED
2011-04-05 16:01:26.382154	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/33.wav</do>
2011-04-05 16:01:27.507412	SS010	MOVED
2011-04-05 16:01:29.079136	SS008	STILL
2011-04-05 16:01:29.128965	SS008	MOVED
2011-04-05 16:01:33.82401	D010	OPEN				3.3
2011-04-05 16:01:37.129886	D010	CLOSE
2011-04-05 16:01:37.742194	M017	OFF
2011-04-05 16:01:42.860982	M017	ON				3.4
2011-04-05 16:01:48.52255	A001	2.82028
2011-04-05 16:01:51.005347	A001	2.84043
2011-04-05 16:01:52.317396	P001	2278
2011-04-05 16:01:57.414788	D010	OPEN
2011-04-05 16:02:01.401534	M017	OFF
2011-04-05 16:02:02.40498	M017	ON				3.8
2011-04-05 16:02:02.419855	D010	CLOSE
2011-04-05 16:02:04.321966	P001	1039
2011-04-05 16:02:06.769642	M017	OFF
2011-04-05 16:02:06.783302	SS010	STILL
2011-04-05 16:02:09.478214	SS010	MOVED
2011-04-05 16:02:09.97428	SS010	STILL
2011-04-05 16:02:10.747229	M017	ON
2011-04-05 16:02:11.807155	M016	ON
2011-04-05 16:02:11.924387	SS010	MOVED
2011-04-05 16:02:12.177109	M015	ON
2011-04-05 16:02:13.193839	M014	ON				3.9
2011-04-05 16:02:13.895479	M013	ON				3.9
2011-04-05 16:02:14.656932	M017	OFF				3-end
2011-04-05 16:02:15.232843	M015	OFF
2011-04-05 16:02:16.247393	M016	OFF
2011-04-05 16:02:16.269434	M013	OFF
2011-04-05 16:02:16.609303	M014	OFF
2011-04-05 16:02:17.185813	E002	START_INSTRUCT
2011-04-05 16:02:18.19392	M014	ON
2011-04-05 16:02:18.235127	M013	ON
2011-04-05 16:02:18.261276	E002	STOP_INSTRUCT
2011-04-05 16:02:20.936793	M013	OFF
2011-04-05 16:02:25.7291	M013	ON
2011-04-05 16:02:27.575886	M014	OFF
2011-04-05 16:02:28.14185	M013	OFF
2011-04-05 16:02:29.893771	M014	ON
2011-04-05 16:02:29.908259	M013	ON
2011-04-05 16:02:30.756003	M015	ON
2011-04-05 16:02:31.255623	M016	ON
2011-04-05 16:02:32.459497	M017	ON
2011-04-05 16:02:32.489913	M013	OFF
2011-04-05 16:02:33.084204	M014	OFF
2011-04-05 16:02:34.135591	M015	OFF
2011-04-05 16:02:34.959589	M016	OFF
2011-04-05 16:02:36.001037	M017	OFF
2011-04-05 16:02:36.368542	M017	ON
2011-04-05 16:02:41.463012	M017	OFF
2011-04-05 16:02:42.324222	SS007	MOVED
2011-04-05 16:02:44.17226	M017	ON
2011-04-05 16:02:44.542124	D007	OPEN
2011-04-05 16:02:49.114033	I002	PRESENT
2011-04-05 16:02:49.921589	M017	OFF
2011-04-05 16:02:50.452147	M017	ON
2011-04-05 16:02:50.467971	I001	PRESENT
2011-04-05 16:02:52.106975	D007	CLOSE
2011-04-05 16:02:53.543536	SS010	STILL
2011-04-05 16:02:53.653674	M016	ON
2011-04-05 16:02:54.05766	M015	ON
2011-04-05 16:02:55.090724	M008	ON
2011-04-05 16:02:55.467573	M009	ON
2011-04-05 16:02:55.994464	SS007	STILL
2011-04-05 16:02:56.217555	M007	ON
2011-04-05 16:02:56.469881	SS010	MOVED
2011-04-05 16:02:57.015816	M017	OFF
2011-04-05 16:02:57.410701	M016	OFF
2011-04-05 16:02:57.77463	M002	ON
2011-04-05 16:02:58.146666	M015	OFF
2011-04-05 16:02:59.143941	M008	OFF
2011-04-05 16:02:59.179601	M009	OFF
2011-04-05 16:03:00.192318	M007	OFF
2011-04-05 16:03:17.706099	M002	OFF
2011-04-05 16:03:34.755705	E002	START_INSTRUCT
2011-04-05 16:03:35.273572	M002	ON
2011-04-05 16:03:35.304907	E002	STOP_INSTRUCT
2011-04-05 16:03:36.029428	M008	ON
2011-04-05 16:03:36.061179	M007	ON
2011-04-05 16:03:36.788012	M009	ON
2011-04-05 16:03:37.532666	M016	ON
2011-04-05 16:03:37.547848	M015	ON
2011-04-05 16:03:38.907523	M017	ON				4-1-start
2011-04-05 16:03:38.941952	M009	OFF
2011-04-05 16:03:39.272882	M008	OFF
2011-04-05 16:03:39.646539	M007	OFF
2011-04-05 16:03:39.851694	SS010	STILL
2011-04-05 16:03:40.029766	M018	ON
2011-04-05 16:03:40.916973	M002	OFF
2011-04-05 16:03:41.518871	M016	OFF
2011-04-05 16:03:41.897704	M015	OFF
2011-04-05 16:03:43.086701	M017	OFF
2011-04-05 16:03:43.470204	M018	OFF
2011-04-05 16:03:43.760425	SS010	MOVED
2011-04-05 16:03:44.015231	SS010	STILL
2011-04-05 16:03:45.124729	SS009	MOVED				4.1
2011-04-05 16:03:45.951208	SS010	MOVED
2011-04-05 16:03:46.015732	M018	ON
2011-04-05 16:03:48.169719	M017	ON
2011-04-05 16:03:49.757581	M017	OFF
2011-04-05 16:03:49.782522	A002	0.140002
2011-04-05 16:03:52.243303	A002	0.47157
2011-04-05 16:03:53.624778	M018	OFF
2011-04-05 16:03:54.223527	M017	ON
2011-04-05 16:03:54.700858	A002	0.195315			4.2
2011-04-05 16:03:54.843435	M018	ON				4.3
2011-04-05 16:03:57.164268	A002	0.0398834
2011-04-05 16:03:57.974316	M017	OFF
2011-04-05 16:03:59.117722	SS010	MOVED
2011-04-05 16:03:59.505792	M018	OFF
2011-04-05 16:04:04.903165	M018	ON
2011-04-05 16:04:05.494762	M017	ON
2011-04-05 16:04:05.889944	SS010	STILL
2011-04-05 16:04:06.412715	P001	931
2011-04-05 16:04:06.727904	M016	ON				4.4
2011-04-05 16:04:07.346383	M015	ON				4.4
2011-04-05 16:04:07.94118	M014	ON				4.4
2011-04-05 16:04:08.686416	M013	ON				4.4
2011-04-05 16:04:09.215302	M017	OFF
2011-04-05 16:04:09.231824	M018	OFF
2011-04-05 16:04:09.587073	M015	OFF
2011-04-05 16:04:10.91754	M011	ON				4.4
2011-04-05 16:04:10.942957	M016	OFF
2011-04-05 16:04:11.978388	M014	OFF
2011-04-05 16:04:12.377117	M013	OFF
2011-04-05 16:04:13.686982	SS010	MOVED
2011-04-05 16:04:15.342212	M011	OFF
2011-04-05 16:04:16.630964	M011	ON				4.4
2011-04-05 16:04:18.003988	M013	ON				4.4
2011-04-05 16:04:19.335978	M014	ON				4.4
2011-04-05 16:04:20.087434	M015	ON				4.4
2011-04-05 16:04:20.928235	M016	ON				4.4
2011-04-05 16:04:21.312279	M011	OFF
2011-04-05 16:04:21.689378	M013	OFF
2011-04-05 16:04:21.855		SS010	STILL
2011-04-05 16:04:22.342662	M017	ON				4.5
2011-04-05 16:04:23.769371	M014	OFF
2011-04-05 16:04:24.138976	M015	OFF
2011-04-05 16:04:24.724147	M016	OFF
2011-04-05 16:04:25.327526	M018	ON				4.6
2011-04-05 16:04:28.750078	M017	OFF
2011-04-05 16:04:28.792006	SS002	MOVED
2011-04-05 16:04:32.97598	SS009	STILL
2011-04-05 16:04:34.329311	M017	ON
2011-04-05 16:04:34.366728	M016	ON
2011-04-05 16:04:34.381253	M015	ON
2011-04-05 16:04:34.395017	M018	OFF
2011-04-05 16:04:34.480096	SS002	STILL
2011-04-05 16:04:34.884101	M008	ON
2011-04-05 16:04:34.898715	M009	ON
2011-04-05 16:04:35.394826	M017	OFF				4-1-end
2011-04-05 16:04:35.409182	M007	ON
2011-04-05 16:04:35.946773	M016	OFF
2011-04-05 16:04:36.471004	SS010	MOVED
2011-04-05 16:04:37.301283	M009	OFF
2011-04-05 16:04:37.317964	M002	ON
2011-04-05 16:04:37.821692	M015	OFF
2011-04-05 16:04:39.240898	M008	OFF
2011-04-05 16:04:39.597136	M007	OFF
2011-04-05 16:04:42.201164	M002	OFF
2011-04-05 16:04:56.712415	M002	ON
2011-04-05 16:04:57.076317	M007	ON
2011-04-05 16:04:57.454204	E002	START_INSTRUCT
2011-04-05 16:04:58.365892	M008	ON
2011-04-05 16:04:58.387521	E002	STOP_INSTRUCT
2011-04-05 16:04:59.416734	M015	ON
2011-04-05 16:04:59.806755	M016	ON
2011-04-05 16:05:00.383345	M002	OFF
2011-04-05 16:05:01.030697	M017	ON				4-start
2011-04-05 16:05:01.04778	M007	OFF
2011-04-05 16:05:01.396665	M008	OFF
2011-04-05 16:05:01.535766	SS010	STILL
2011-04-05 16:05:02.018864	M018	ON
2011-04-05 16:05:03.441006	M015	OFF
2011-04-05 16:05:03.839042	M016	OFF
2011-04-05 16:05:04.434296	M018	OFF
2011-04-05 16:05:04.807657	M017	OFF
2011-04-05 16:05:06.419955	SS010	MOVED
2011-04-05 16:05:07.51741	SS009	MOVED				4.1
2011-04-05 16:05:09.02353	SS010	STILL
2011-04-05 16:05:09.186369	SS002	MOVED
2011-04-05 16:05:09.859654	M018	ON
2011-04-05 16:05:10.329928	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/41.wav</do>
2011-04-05 16:05:10.918183	M018	OFF
2011-04-05 16:05:14.063749	SS002	STILL
2011-04-05 16:05:14.659563	M018	ON
2011-04-05 16:05:17.719221	M017	ON
2011-04-05 16:05:20.667835	M018	OFF
2011-04-05 16:05:21.057784	M017	OFF
2011-04-05 16:05:21.241353	A002	0.464812			4.2
2011-04-05 16:05:22.321415	M017	ON
2011-04-05 16:05:22.700075	M018	ON				4.3
2011-04-05 16:05:23.692946	A002	0.163049
2011-04-05 16:05:26.166621	A002	0.0320317
2011-04-05 16:05:26.331399	M017	OFF
2011-04-05 16:05:27.649725	M018	OFF
2011-04-05 16:05:31.983464	M018	ON
2011-04-05 16:05:32.6213	M017	ON
2011-04-05 16:05:32.810668	SS010	STILL
2011-04-05 16:05:34.239556	M016	ON
2011-04-05 16:05:34.254667	M015	ON
2011-04-05 16:05:35.07906	M014	ON				4.4
2011-04-05 16:05:38.113555	M017	OFF
2011-04-05 16:05:38.146928	M013	ON				4.4
2011-04-05 16:05:38.167482	M018	OFF
2011-04-05 16:05:38.6592	SS010	MOVED
2011-04-05 16:05:38.782975	M011	ON
2011-04-05 16:05:38.797364	M016	OFF
2011-04-05 16:05:38.815427	M015	OFF
2011-04-05 16:05:39.160701	M014	OFF
2011-04-05 16:05:39.550641	M013	OFF
2011-04-05 16:05:42.572883	M013	ON
2011-04-05 16:05:43.395791	M014	ON
2011-04-05 16:05:44.228908	M015	ON
2011-04-05 16:05:44.768654	M016	ON
2011-04-05 16:05:45.364251	M011	OFF
2011-04-05 16:05:45.744187	M013	OFF
2011-04-05 16:05:46.128935	M017	ON				4.5
2011-04-05 16:05:46.519005	M014	OFF
2011-04-05 16:05:46.78952	SS010	STILL
2011-04-05 16:05:48.906394	M016	OFF
2011-04-05 16:05:48.964487	M015	OFF
2011-04-05 16:05:49.015417	M018	ON				4.6,4-end
2011-04-05 16:05:52.01252	M017	OFF
2011-04-05 16:05:52.050793	SS002	MOVED
2011-04-05 16:05:52.627188	SS010	MOVED
2011-04-05 16:05:55.824977	M017	ON
2011-04-05 16:05:56.347992	SS009	STILL
2011-04-05 16:06:00.280577	SS010	MOVED
2011-04-05 16:06:01.793058	M008	ON
2011-04-05 16:06:01.810319	M017	OFF
2011-04-05 16:06:01.847453	M007	ON
2011-04-05 16:06:01.863825	M018	OFF
2011-04-05 16:06:02.187687	M002	ON
2011-04-05 16:06:03.406954	SS002	STILL
2011-04-05 16:06:03.712846	M008	OFF
2011-04-05 16:06:04.71352	M007	OFF
2011-04-05 16:06:05.973707	M002	OFF
2011-04-05 16:06:06.635979	M002	ON
2011-04-05 16:06:14.966355	M002	OFF
2011-04-05 16:06:16.1794	M002	ON
2011-04-05 16:06:17.409625	M007	ON
2011-04-05 16:06:17.950745	M008	ON
2011-04-05 16:06:17.992769	E002	START_INSTRUCT
2011-04-05 16:06:18.519382	E002	STOP_INSTRUCT
2011-04-05 16:06:19.118364	M015	ON
2011-04-05 16:06:19.492567	M016	ON
2011-04-05 16:06:19.889349	M002	OFF
2011-04-05 16:06:20.38737	SS002	MOVED
2011-04-05 16:06:20.509253	M017	ON
2011-04-05 16:06:21.068737	M008	OFF
2011-04-05 16:06:21.45578	M007	OFF
2011-04-05 16:06:21.568259	SS010	STILL
2011-04-05 16:06:22.236711	M018	ON
2011-04-05 16:06:23.517676	M016	OFF
2011-04-05 16:06:23.536122	M015	OFF
2011-04-05 16:06:24.365823	M018	OFF
2011-04-05 16:06:24.5033	SS010	MOVED
2011-04-05 16:06:24.91068	M017	OFF
2011-04-05 16:06:26.087538	M018	ON				4-start
2011-04-05 16:06:26.280202	SS009	MOVED				4.1
2011-04-05 16:06:27.285357	SS010	STILL
2011-04-05 16:06:27.739264	SS001	MOVED
2011-04-05 16:06:28.105451	M017	ON
2011-04-05 16:06:30.352494	M017	OFF
2011-04-05 16:06:30.389645	A002	0.333677
2011-04-05 16:06:31.007527	SS002	STILL				4.2
2011-04-05 16:06:31.647554	M018	OFF
2011-04-05 16:06:32.028963	M017	ON
2011-04-05 16:06:32.842526	A002	0.132815
2011-04-05 16:06:33.363883	M016	ON
2011-04-05 16:06:33.740871	M015	ON
2011-04-05 16:06:34.360548	M014	ON
2011-04-05 16:06:35.314784	A002	0.0367193
2011-04-05 16:06:35.340241	M013	ON				4.4
2011-04-05 16:06:36.171188	M015	OFF
2011-04-05 16:06:36.54296	M017	OFF
2011-04-05 16:06:37.45991	M011	ON				4.4
2011-04-05 16:06:37.475839	M016	OFF
2011-04-05 16:06:37.821513	M014	OFF
2011-04-05 16:06:38.662571	M013	OFF
2011-04-05 16:06:39.959493	SS010	MOVED
2011-04-05 16:06:41.486901	M013	ON
2011-04-05 16:06:41.844723	SS010	STILL
2011-04-05 16:06:42.964724	M014	ON
2011-04-05 16:06:44.197411	M015	ON
2011-04-05 16:06:44.721691	M011	OFF
2011-04-05 16:06:44.748972	M016	ON
2011-04-05 16:06:45.339466	M013	OFF
2011-04-05 16:06:45.722216	M017	ON
2011-04-05 16:06:46.289614	M015	OFF
2011-04-05 16:06:47.074504	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/42.wav</do>
2011-04-05 16:06:47.169755	M014	OFF
2011-04-05 16:06:48.639509	M016	OFF
2011-04-05 16:06:50.159127	A001	2.80746
2011-04-05 16:06:50.644793	SS010	MOVED
2011-04-05 16:06:52.645967	A001	2.82981
2011-04-05 16:06:55.119029	A002	0.177386
2011-04-05 16:06:55.853225	M018	ON				4.3
2011-04-05 16:06:57.300478	M017	OFF
2011-04-05 16:06:57.607041	A002	0.0459382
2011-04-05 16:07:00.391895	M018	OFF
2011-04-05 16:07:00.407316	SS010	MOVED
2011-04-05 16:07:02.531575	A002	0.0258207
2011-04-05 16:07:04.767334	M018	ON				4.5
2011-04-05 16:07:06.745543	SS010	STILL
2011-04-05 16:07:12.284081	SS002	MOVED
2011-04-05 16:07:15.299474	SS001	MOVED
2011-04-05 16:07:15.602397	M017	ON				4.6,4-end
2011-04-05 16:07:17.071071	M016	ON
2011-04-05 16:07:17.444219	M015	ON
2011-04-05 16:07:18.158305	SS001	STILL
2011-04-05 16:07:18.419414	SS002	STILL
2011-04-05 16:07:18.818297	M008	ON
2011-04-05 16:07:18.854778	M009	ON
2011-04-05 16:07:19.669649	M017	OFF
2011-04-05 16:07:19.687003	M016	OFF
2011-04-05 16:07:19.702016	M007	ON
2011-04-05 16:07:19.722634	M018	OFF
2011-04-05 16:07:20.29538	SS010	MOVED
2011-04-05 16:07:21.037097	M002	ON
2011-04-05 16:07:21.562325	M015	OFF
2011-04-05 16:07:21.931706	M009	OFF
2011-04-05 16:07:22.323903	A001	2.86004
2011-04-05 16:07:23.306086	M008	OFF
2011-04-05 16:07:23.688402	M007	OFF
2011-04-05 16:07:24.848817	A001	2.83911
2011-04-05 16:07:36.773146	M002	OFF
2011-04-05 16:07:40.450602	M002	ON
2011-04-05 16:07:46.005489	M008	ON
2011-04-05 16:07:46.020865	M007	ON
2011-04-05 16:07:46.038838	M002	OFF
2011-04-05 16:07:46.364525	M015	ON
2011-04-05 16:07:46.741707	M016	ON
2011-04-05 16:07:47.93763	M017	ON
2011-04-05 16:07:48.312631	M008	OFF
2011-04-05 16:07:48.835847	M007	OFF
2011-04-05 16:07:48.850288	M018	ON				4-start,4.1
2011-04-05 16:07:50.724819	M016	OFF
2011-04-05 16:07:50.749411	M015	OFF
2011-04-05 16:07:51.832946	SS002	MOVED
2011-04-05 16:07:52.161949	M017	OFF
2011-04-05 16:07:52.193095	M018	OFF
2011-04-05 16:07:53.396503	SS010	MOVED
2011-04-05 16:07:55.175569	SS010	STILL
2011-04-05 16:07:56.667401	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/41.wav</do>
2011-04-05 16:07:57.127812	SS010	MOVED
2011-04-05 16:07:57.807906	SS002	STILL
2011-04-05 16:08:01.859817	M018	ON
2011-04-05 16:08:03.305023	M017	ON
2011-04-05 16:08:04.33232	SS010	STILL
2011-04-05 16:08:04.740118	M018	OFF
2011-04-05 16:08:06.864606	M017	OFF
2011-04-05 16:08:06.923694	A002	0.176253			4.2
2011-04-05 16:08:08.233952	M017	ON
2011-04-05 16:08:09.26272	M016	ON
2011-04-05 16:08:09.382565	A002	0.0800012
2011-04-05 16:08:09.64143	M015	ON
2011-04-05 16:08:10.237296	M014	ON
2011-04-05 16:08:11.193206	M013	ON				4.4
2011-04-05 16:08:11.857874	A002	0.0319927
2011-04-05 16:08:12.408595	M017	OFF
2011-04-05 16:08:12.423005	M015	OFF
2011-04-05 16:08:12.796031	M012	ON				4.4
2011-04-05 16:08:13.517721	M011	ON				4.4
2011-04-05 16:08:13.532096	M016	OFF
2011-04-05 16:08:14.361779	M013	OFF
2011-04-05 16:08:15.043913	M014	OFF
2011-04-05 16:08:15.105142	M012	OFF
2011-04-05 16:08:15.170659	SS010	MOVED
2011-04-05 16:08:17.18464	M013	ON
2011-04-05 16:08:18.163661	M014	ON
2011-04-05 16:08:18.565871	SS010	STILL
2011-04-05 16:08:19.406499	M015	ON
2011-04-05 16:08:19.769084	M016	ON
2011-04-05 16:08:20.535866	M011	OFF
2011-04-05 16:08:20.550191	M013	OFF
2011-04-05 16:08:20.91311	M017	ON
2011-04-05 16:08:21.4574	M014	OFF
2011-04-05 16:08:21.857901	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/42.wav</do>
2011-04-05 16:08:23.119732	M015	OFF
2011-04-05 16:08:23.488654	M016	OFF
2011-04-05 16:08:24.217077	A001	2.81551
2011-04-05 16:08:25.40458	SS010	MOVED
2011-04-05 16:08:25.787621	SS010	STILL
2011-04-05 16:08:26.734153	A001	2.84004
2011-04-05 16:08:26.765486	A003	0.0807825
2011-04-05 16:08:28.540142	M018	ON				4.3
2011-04-05 16:08:29.194849	A002	0.0596493
2011-04-05 16:08:29.214282	A003	0.0537118
2011-04-05 16:08:31.674795	A002	0.0300005
2011-04-05 16:08:31.694815	A003	0.0301176
2011-04-05 16:08:31.793706	M017	OFF
2011-04-05 16:08:32.635583	SS010	MOVED
2011-04-05 16:08:33.345239	M018	OFF
2011-04-05 16:08:36.52577	P001	5499
2011-04-05 16:08:37.709017	M018	ON				4.5
2011-04-05 16:08:40.573638	M017	ON				4.6,4-end
2011-04-05 16:08:41.760875	SS010	STILL
2011-04-05 16:08:42.532777	P001	5451
2011-04-05 16:08:43.430183	M017	OFF
2011-04-05 16:08:45.678573	SS010	MOVED
2011-04-05 16:08:45.861141	SS010	STILL
2011-04-05 16:08:47.287686	M017	ON
2011-04-05 16:08:48.58078	P001	5435
2011-04-05 16:08:49.634514	SS009	STILL
2011-04-05 16:08:50.429582	M016	ON
2011-04-05 16:08:50.444449	M015	ON
2011-04-05 16:08:50.462233	M018	OFF
2011-04-05 16:08:51.255461	M008	ON
2011-04-05 16:08:51.277059	M017	OFF
2011-04-05 16:08:51.316155	M009	ON
2011-04-05 16:08:51.936209	M016	OFF
2011-04-05 16:08:51.968002	M007	ON
2011-04-05 16:08:52.006362	E002	START_INSTRUCT
2011-04-05 16:08:52.700009	SS010	MOVED
2011-04-05 16:08:52.792387	M002	ON
2011-04-05 16:08:52.810135	E002	STOP_INSTRUCT
2011-04-05 16:08:53.177948	M015	OFF
2011-04-05 16:08:53.792112	M009	OFF
2011-04-05 16:08:55.176066	M008	OFF
2011-04-05 16:08:55.788866	M007	OFF
2011-04-05 16:08:58.839913	A001	2.81082
2011-04-05 16:09:00.175502	M002	OFF
2011-04-05 16:09:03.597535	M002	ON
2011-04-05 16:09:03.806205	A001	2.83676
2011-04-05 16:09:10.585426	P001	5422
2011-04-05 16:09:10.653746	P001	1023
2011-04-05 16:09:10.701774	P001	5417
2011-04-05 16:09:14.223642	M002	OFF
2011-04-05 16:09:42.584319	P001	5558
2011-04-05 16:09:48.586723	P001	5543
2011-04-05 16:10:00.289696	M002	ON
2011-04-05 16:10:03.728214	M002	OFF
2011-04-05 16:10:10.636898	P001	5531
2011-04-05 16:10:10.691832	P001	5520
2011-04-05 16:10:14.138298	M002	ON
2011-04-05 16:10:14.781314	M007	ON
2011-04-05 16:10:15.601248	M008	ON
2011-04-05 16:10:16.450611	M009	ON
2011-04-05 16:10:16.837477	E002	START_INSTRUCT
2011-04-05 16:10:17.365503	M015	ON
2011-04-05 16:10:17.379887	E002	STOP_INSTRUCT
2011-04-05 16:10:17.906124	M016	ON
2011-04-05 16:10:17.93703	M002	OFF
2011-04-05 16:10:18.859171	M017	ON			5-1-start,5.1
2011-04-05 16:10:18.873961	M009	OFF
2011-04-05 16:10:19.4714	M008	OFF
2011-04-05 16:10:20.281386	M016	OFF
2011-04-05 16:10:20.319283	M007	OFF
2011-04-05 16:10:20.454111	SS010	STILL
2011-04-05 16:10:21.393424	M015	OFF
2011-04-05 16:10:22.463221	M017	OFF
2011-04-05 16:10:22.874382	A002	0.177698			5.2
2011-04-05 16:10:25.347827	A002	0.0339068			5.2
2011-04-05 16:10:30.334146	A002	0.220003			5.2
2011-04-05 16:10:30.350729	A003	0.267309			5.2
2011-04-05 16:10:32.810346	A002	0.347349			5.2
2011-04-05 16:10:32.832114	A003	0.340669			5.2
2011-04-05 16:10:34.310829	M017	ON
2011-04-05 16:10:35.015979	SS010	MOVED				5.3
2011-04-05 16:10:35.291127	A002	0.0598056			5.4
2011-04-05 16:10:35.31452	A003	0.0587509			5.4
2011-04-05 16:10:37.760114	A002	0.0355474			5.4
2011-04-05 16:10:37.77973	A003	0.0308208			5.4
2011-04-05 16:10:38.885756	M017	OFF				5.5
2011-04-05 16:10:39.074745	SS010	MOVED
2011-04-05 16:10:41.084602	M016	ON				5.6
2011-04-05 16:10:42.214318	M015	ON				5-1-end
2011-04-05 16:10:42.73464	A001	2.85856
2011-04-05 16:10:42.776439	M008	ON
2011-04-05 16:10:43.60594	M007	ON
2011-04-05 16:10:44.544433	SS010	MOVED
2011-04-05 16:10:44.844484	E002	START_INSTRUCT
2011-04-05 16:10:45.174116	A001	2.82918
2011-04-05 16:10:45.455354	E002	STOP_INSTRUCT
2011-04-05 16:10:45.976978	M016	OFF
2011-04-05 16:10:46.00815	M015	OFF
2011-04-05 16:10:46.578119	M002	ON
2011-04-05 16:10:47.651893	M008	OFF
2011-04-05 16:10:48.464368	M007	OFF
2011-04-05 16:10:52.880345	M002	OFF
2011-04-05 16:11:03.862045	T005	25
2011-04-05 16:11:04.836381	M008	ON
2011-04-05 16:11:04.893057	M007	ON
2011-04-05 16:11:04.913518	M002	ON
2011-04-05 16:11:05.105256	M015	ON				5-start,5.1
2011-04-05 16:11:05.455968	M016	ON
2011-04-05 16:11:05.830848	M002	OFF
2011-04-05 16:11:06.91586	M017	ON
2011-04-05 16:11:07.459008	SS010	STILL
2011-04-05 16:11:07.669753	M008	OFF
2011-04-05 16:11:07.6842	M007	OFF
2011-04-05 16:11:08.882133	M016	OFF
2011-04-05 16:11:09.471815	SS011	MOVED
2011-04-05 16:11:09.506997	M015	OFF
2011-04-05 16:11:09.743273	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/51.wav</do>
2011-04-05 16:11:10.26649	M017	OFF
2011-04-05 16:11:13.328163	SS010	MOVED				5.3
2011-04-05 16:11:13.758403	SS010	STILL
2011-04-05 16:11:14.66948	P001	5533
2011-04-05 16:11:19.751869	A002	0.30352			5.2
2011-04-05 16:11:19.773422	A003	0.292504
2011-04-05 16:11:20.21796	SS011	STILL
2011-04-05 16:11:20.67732	P001	5523
2011-04-05 16:11:22.224703	A003	0.320005
2011-04-05 16:11:24.703042	A002	0.194925
2011-04-05 16:11:24.72191	A003	0.15676
2011-04-05 16:11:25.444315	M017	ON				5.4
2011-04-05 16:11:27.171499	A002	0.0398444			5.5
2011-04-05 16:11:27.202781	A003	0.0348443
2011-04-05 16:11:29.78487	M017	OFF
2011-04-05 16:11:30.359797	SS010	MOVED
2011-04-05 16:11:32.333452	M016	ON				5.6
2011-04-05 16:11:33.123177	M015	ON				5-end
2011-04-05 16:11:33.728209	M008	ON
2011-04-05 16:11:34.102721	M009	ON
2011-04-05 16:11:35.206331	M016	OFF
2011-04-05 16:11:35.227687	M007	ON
2011-04-05 16:11:35.808978	E002	START_INSTRUCT
2011-04-05 16:11:36.177626	M002	ON
2011-04-05 16:11:36.706911	M009	OFF
2011-04-05 16:11:36.723986	E002	STOP_INSTRUCT
2011-04-05 16:11:37.345397	M015	OFF
2011-04-05 16:11:38.864241	M008	OFF
2011-04-05 16:11:39.540282	A001	2.85223
2011-04-05 16:11:39.580392	M007	OFF
2011-04-05 16:11:42.014825	A001	2.83145
2011-04-05 16:11:48.991303	M002	OFF
2011-04-05 16:11:50.528916	M002	ON
2011-04-05 16:11:51.708538	M007	ON
2011-04-05 16:11:52.074339	M008	ON
2011-04-05 16:11:52.459452	E002	START_INSTRUCT
2011-04-05 16:11:52.836399	E002	STOP_INSTRUCT
2011-04-05 16:11:53.398092	M015	ON
2011-04-05 16:11:53.765762	M016	ON				5-start,5.1
2011-04-05 16:11:54.369609	M007	OFF
2011-04-05 16:11:54.738778	M017	ON
2011-04-05 16:11:55.114048	M008	OFF
2011-04-05 16:11:55.522698	SS010	STILL
2011-04-05 16:11:56.761777	M002	OFF
2011-04-05 16:11:56.837826	A002	0.124221			5.2
2011-04-05 16:11:56.88127	A003	0.0710948
2011-04-05 16:11:57.26802	SS011	MOVED
2011-04-05 16:11:57.529261	M016	OFF
2011-04-05 16:11:57.560211	M015	OFF
2011-04-05 16:11:58.290583	M017	OFF				5.3
2011-04-05 16:11:59.2315	SS011	STILL
2011-04-05 16:11:59.319011	A002	0.376842			
2011-04-05 16:11:59.344545	A003	0.181253
2011-04-05 16:11:59.598825	SS011	MOVED
2011-04-05 16:12:03.093289	M017	ON				5.4
2011-04-05 16:12:04.270918	A002	0.224535
2011-04-05 16:12:04.31242	A003	0.0455476
2011-04-05 16:12:06.751308	A002	0.378756
2011-04-05 16:12:06.786637	A003	0.214808
2011-04-05 16:12:07.561038	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/52.wav</do>
2011-04-05 16:12:09.218962	A002	0.421647			5.5
